,name,room_type,price,minimum_nights,number_of_reviews,availability_365
6553,Cozy Boutique Studio in Brooklyn,Entire home/apt,110,1,0,0
6554,Beautiful  Bedroom in Williamsburg,Private room,50,12,4,0
6555,Historic Jumel Terrace Manhattan ,Entire home/apt,225,1,0,0
6558,Your own West Village/ Soho home,Entire home/apt,200,3,10,0
6562,Room in a great UWS apartment,Private room,70,1,0,0
6563,Habitación muy soleada en Bushwick!,Private room,55,1,0,0
6567,,Private room,70,1,0,0
6568,Studio apartment Midtown East in NY,Entire home/apt,110,15,26,0
6569,Cute & Cozy 1BR in the East Village,Entire home/apt,239,2,2,0
6570,Beautiful and great located UES apt,Entire home/apt,300,3,2,0
6571,Sunny Room in Charming Bed-stuy Apartment,Private room,31,5,1,0
6572,Bedroom in the Lower East Side,Private room,70,2,0,0
6573,Luxury Apt in Artsy Bushwick ,Private room,73,1,1,0
6580,Williamsburg Loft Bedroom,Private room,85,8,0,0
6581,Unique 1BR / Upper West Side,Entire home/apt,250,5,0,0
6582,"Luxurious, best location, spa inc'l",Entire home/apt,195,1,1,0
6583,Beautiful Apt in West Harlem,Private room,50,3,8,0
6584,Sunny Room- Prospect Heights- Bklyn,Private room,60,7,0,0
6585,Beautiful live/work Brooklyn artists loft,Private room,58,9,2,0
6586,Private Room with Own Entrance,Private room,80,1,2,0
6588,Lovely and Immaculate Bushwick Apt,Entire home/apt,91,15,1,0
6589,"Clean, big  room in SoHo",Private room,100,30,19,0
6591,1 bedroom in Prime Williamsburg,Private room,65,1,0,0
6592,Large room in two-story Brownstone,Private room,70,2,45,0
6593,Charming Apartment Up in the Trees,Entire home/apt,150,5,1,0
6595,East Harlem Private Room ,Private room,80,1,0,0
6596,Beautiful Bedroom / Winter Getaway,Private room,45,12,0,0
6597,Bright Brooklyn Bedroom next to Subway,Private room,62,20,2,0
6600,Bright new studio in heart of LIC,Entire home/apt,175,1,0,0
6602,Charming East Village/Gramercy Park Studio,Entire home/apt,198,3,103,0
6604,Beautiful Spacious Suite..,Private room,90,1,0,0
6605,,Private room,40,1,0,0
6606,1BR 2-blocks from BK Museum,Entire home/apt,130,1,9,0
6608,Private Apartment In Heart Of Brooklyn,Private room,75,1,1,0
6610,A Cozy Studio in Clinton Hill,Entire home/apt,110,4,14,0
6614,Big Sunny Room 10secs from L train,Private room,60,2,0,0
6615,"Super Clean, Quiet & Spacious Room",Private room,31,3,3,0
6617,Two story apt with rooftop terrace,Entire home/apt,250,2,23,0
6618,Beautiful Apt - Flatiron/ Chelsea,Entire home/apt,215,1,0,0
6619,"600 SF appartment in NYC, Manhattan",Entire home/apt,235,6,13,0
6621,Affordable room in a friendly house,Private room,35,20,2,0
6622,Cool Room In Cool Harlem ,Private room,59,1,0,0
6624,Charming LES studio w/ BBQ patio,Entire home/apt,180,1,5,0
6625,PENTHOUSE STUDIO WITH LARGE TERRACE,Entire home/apt,175,1,0,0
6627,Spacious Studio- Midtown Manhattan!,Entire home/apt,225,1,14,0
6630,Master bedroom w/ private bathroom and free gym,Private room,85,7,2,0
6631,MODERN Luxury Hotel Residence in Midtown,Entire home/apt,99,6,11,0
6633,Private Room With Balcony UES,Private room,90,1,0,0
6634,Private entrance Private roofdeck NO CLEANING FEE,Private room,125,1,39,0
6635,1 BR in loft / Bushwick,Private room,30,1,8,0
6636,Great location w/ Terrace!,Entire home/apt,165,5,26,0
6637,Cozy Nolita Apt - 1 BDR + Study,Entire home/apt,149,3,0,0
6638,Holiday Sublet in Carroll Gardens,Private room,100,1,0,0
6639,Beautiful Greenwich Village Loft,Entire home/apt,200,4,2,0
6640,East Village sunny/new bedroom,Private room,110,1,1,0
6641,Designer 1BD w/ backyard space,Entire home/apt,315,1,2,0
6644,Spacious East Village Apartment,Private room,175,1,41,0
6646,Comfy apt next to Central Park!,Entire home/apt,139,1,1,0
6648,Penthouse on Park Ave,Entire home/apt,250,30,2,0
6649,Lovely Bedroom in Trendy Brooklyn,Private room,42,7,0,0
6650,Bohemian Retreat in Williamsburg,Private room,100,1,0,0
6651,BROOKLYN Authentic artsy LOFT :),Private room,80,1,0,0
6652,"Heart of Astoria, Spacious 2 bdrm, 15min to City!",Entire home/apt,90,14,0,0
6657,True one bedroom,Entire home/apt,200,1,3,0
6659,Morning Side Heights Private Room,Private room,60,1,1,0
6660,Charming West Harlem Apartment,Private room,100,1,0,0
6667,Roomy West Village Studio,Entire home/apt,250,2,3,0
6668,"1 Bedroom - 1 Bathroom MIDTOWN,NYC",Entire home/apt,180,1,0,0
6672,"Spacious 1 BDR in Astoria, Queens ",Entire home/apt,150,2,2,0
6673,Charming Upper East Side Studio,Entire home/apt,119,10,12,0
6674,One Bed Room Apt In Midtown East,Entire home/apt,165,2,11,0
6675,Fabulous bedroom in the heart of BK,Private room,50,1,0,0
6676,great location luxury buiding,Entire home/apt,225,1,0,0
6678,Kosher Upper West Side Studio Apt,Entire home/apt,149,4,15,0
6680,"quiet, sunny, floor-through brownstone",Entire home/apt,130,3,5,0
6681,Complete 1 bedroom near Columbia U,Entire home/apt,95,3,9,0
6686,Entire Basement + Yard Access. ,Shared room,95,1,0,0
6687,Cozy 1BD close to Prospect Park,Private room,50,1,0,0
6690,beautiful ROOFTOP apartment,Private room,37,17,0,0
6691,Big & Bright near Park & Museum,Private room,90,4,1,0
6695,EPIC east village room!,Private room,100,7,0,0
6697,affordable and convenient Manhattan studio,Entire home/apt,129,10,29,0
6700,Studio Apartment in Midtown,Entire home/apt,159,2,16,0
6701,Perfect private studio in NYC,Entire home/apt,90,5,2,0
6703,A Mini Home Away From Home,Private room,45,3,5,0
6705,1 BR in Spacious 4 BR duplex,Private room,38,1,1,0
6706,Sunny & Cozy 1 Bedroom Apartment,Entire home/apt,100,2,3,0
6707,Room in Airy Williamsburg Apt,Private room,103,1,7,0
6709,NYC Duplex + Terrace in East 60s ,Entire home/apt,185,3,7,0
6710,Cozy room in Brooklyn!!,Private room,90,1,0,0
6711,Luxury Building $80 per night,Private room,86,4,2,0
6715,Cat-sit in our Awesome Apartment!,Entire home/apt,2000,7,3,0
6717,Private room for 2 in cool BK apt,Private room,50,14,0,0
6718,"Big, bright Park Slope 2.5 bedroom!",Entire home/apt,175,3,14,0
6719,Spacious Apt in Bushwick,Entire home/apt,95,1,1,0
6720,Bright Comfy Room in East Village,Private room,70,2,5,0
6724,Cozy Room in Crown Heights,Private room,50,1,0,0
6725,Times Square Midtown Mahattan Room,Private room,99,1,5,0
6726,2 Bedrooom- near Columbus Circle,Entire home/apt,200,1,0,0
6727,Bright & Spacious GP/N Williamsburg,Private room,70,4,6,0
6729,Studio - Midtown East,Private room,125,1,0,0
6730,1BR apartment in the heart of SoHo,Entire home/apt,180,2,11,0
6731,Sunlit Room in Brooklyn Brownstone,Private room,80,5,1,0
6732,"Furnished room with Bed, Closet, TV",Private room,45,1,0,0
6733,Loft in Brooklyn / Clinton Hill,Entire home/apt,99,5,0,0
6736,Cozy Lower East Side Apartment,Entire home/apt,225,1,0,0
6737,Astoria Gem: 15min. From Manhattan,Entire home/apt,150,1,3,0
6740,Spacious Apt-1 BDRM & Office,Private room,180,1,0,0
6744,New Large 1 Bedroom East Village,Entire home/apt,175,4,0,0
6745,Large private room in the sky,Private room,100,1,1,0
6748,Queen Room in Penthouse Fidi Apt,Private room,150,1,1,0
6749,Perfect 2-bedroom in the best part of Williamsburg,Entire home/apt,249,30,0,0
6750,1 Bedroom apartment with Backyard ,Private room,40,1,0,0
6751,Beautiful Room by Central Park,Private room,200,1,1,0
6752,"Super spacious cozy one-bedroom apartment, Astoria",Entire home/apt,124,14,8,0
6753,Cozy Queen BR in Hell's Kitchen,Private room,200,1,0,0
6754,"Chill 2B UWS, close to A,C,E/1,2,3",Entire home/apt,50,1,1,0
6755,1 Bedroom Apt. in Nolita/Chinatown,Entire home/apt,160,2,6,0
6756,"Quiet, Modern Gem in LES w balcony!",Entire home/apt,200,2,0,0
6757,Spacious Chinatown/LES 2 Bedroom,Entire home/apt,300,6,0,0
6758,Well-kept Studio/♥ of Chelsea,Entire home/apt,200,3,7,0
6759,Spacious 1BR By Prospect Park,Entire home/apt,139,1,44,0
6760,"Huge, Sunny Bedroom in Bushwick",Private room,49,4,19,0
6761,Cozy Bedroom in hip Williamsburg,Private room,55,4,13,0
6763,Two Bedrooms in Chelsea Apartment,Private room,150,1,0,0
6765,Beautiful Boerum Hill apartment!,Entire home/apt,110,5,2,0
6768,A Crown Heights Holiday ,Private room,65,1,1,0
6770,Cozy 1BR in Brooklyn Heights ,Entire home/apt,130,2,1,0
6771,Spacious Williamsburg Home,Entire home/apt,240,2,9,0
6772,Cesco's House,Entire home/apt,130,2,6,0
6774,Room for rent in Sheepshead bay,Private room,50,2,0,0
6775,Huge Loft In heart of Bushwick,Entire home/apt,88,7,2,0
6776,Cozy Quiet Apt 10min to Manhattan,Entire home/apt,112,7,5,0
6777,1 Bedroom in Bushwick APT,Private room,65,1,0,0
6779,Currently Not Avail,Entire home/apt,120,1,0,0
6781,Comfortable Room in Great Location,Private room,75,3,1,0
6783,Amazing Brooklyn Heights 2BR+patio,Entire home/apt,275,5,0,0
6784,Apartment Downtown New York ,Private room,600,1,0,0
6786,Cozy Spacious Apartment,Entire home/apt,60,3,1,0
6787,"Brooklyn luxury bldg, with rooftop and balcony!",Entire home/apt,125,1,7,0
6789,Beautiful apartment in Bushwick,Entire home/apt,159,3,30,0
6790,Entire One-Bedroom Apartment Near Columbia Univers,Entire home/apt,145,5,3,0
6791,Cozy Room - Best Manhattan Location,Private room,130,1,0,0
6796,Beautiful light cozy apartment,Entire home/apt,125,1,0,0
6799,Spacious Studio Apartment ,Entire home/apt,130,1,2,0
6800,"Spacious, Cozy 1 Bedroom",Entire home/apt,72,1,3,0
6805,2BD loft with 180 Manhattan view,Entire home/apt,150,6,1,0
6808,Sunny apt in heart of The Village!,Entire home/apt,225,3,0,0
6809,Sunny and Spacious Brooklyn Apt,Private room,70,1,10,0
6810,Room in Down town Brooklyn Parkslop,Private room,60,1,0,0
6812,Beautiful & Cozy true 2 Bedroom in SoHo/Nolita,Entire home/apt,150,3,2,0
6815,Williamsburg Brooklyn Apartment,Entire home/apt,225,4,9,0
6816,Bright Beautiful Spacious 1 bedroom,Entire home/apt,125,15,0,0
6818,"Classic Tenement 1BR, Center of LES",Entire home/apt,140,1,0,0
6819,2 Bedroom Apt in downtown Brooklyn,Entire home/apt,250,4,0,0
6820,Garden Spot in Bushwick,Private room,69,4,0,0
6821,Beautiful Apt in Prime NY Location,Entire home/apt,275,2,0,0
6823,LUXURY PRIVATE MANHATTAN APARTMENT,Entire home/apt,125,7,0,0
6824,"Sunny, spacious bedroom with a view",Private room,100,1,2,0
6827,A writer's den in Nolita ...,Entire home/apt,200,1,49,0
6831,1BD UWS Apt. 1 block from C. Park,Entire home/apt,225,2,0,0
6832,2BR Entire Floor Apt in Flatiron,Entire home/apt,300,1,0,0
6833,"Heart of Greenwich Village - Large, Clean Space",Entire home/apt,180,2,28,0
6837,Big & Sunny room w Private Entrance,Private room,59,1,2,0
6841,Spend the Fall in NoLita!,Entire home/apt,250,4,7,0
6843,Spacious Rm in 3br apt-private bath,Private room,71,30,19,0
6844,Peaceful 1BD in Historic W. Harlem,Entire home/apt,109,4,0,0
6845,"166 Reviews, Single-Family House",Entire home/apt,262,2,166,0
6846,Bedford Loft in Williamsburg,Private room,55,3,0,0
6847,"Very spacious, clean Manhattan Apt",Entire home/apt,70,1,1,0
6848,NYC GORGEOUS LIGHT SPACE RIVER VIEW,Entire home/apt,109,14,3,0
6849,20 min from Union Square,Private room,40,3,0,0
6850,Cute 1 Bedroom in 2BR Apartment,Private room,70,1,0,0
6853,Summer sublet sunny room in Harlem,Private room,80,50,0,0
6854,Brooklyn Heights  ,Entire home/apt,200,3,6,0
6855,HOME SWEET HOME - VISIT NYC!,Entire home/apt,300,3,0,0
6856,"Bright, Spacious 1BR - West Village",Entire home/apt,175,1,4,0
6857,BIG ROOM IN BROOKLYN!! ,Private room,75,1,0,0
6865,Gorgeous Waterfront Studio: Williamsburg,Entire home/apt,210,3,31,0
6866,New Year's Eve in the Heart of NYC!,Private room,225,1,0,0
6868,Cosy room in spacious apartment,Private room,75,1,0,0
6872,Cozy Downtown Brooklyn Apartment,Entire home/apt,175,1,89,0
6875,Oasis in Prime LES,Private room,110,20,13,0
6876,New Year's in the East Village,Entire home/apt,175,1,1,0
6877,Great location in South Manhattan,Private room,78,1,1,0
6881,Labor Day Special: Brooklyn Base Camp,Private room,55,3,0,0
6883,Stylish & New Chelsea Apartment,Entire home/apt,175,1,0,0
6885,Beautiful Apartment near subway,Entire home/apt,90,1,0,0
6888,L♥vely 1BR! Times Square BROADWAY Theatre District,Private room,99,1,318,0
6893,Charming One Bedroom in Chelsea,Entire home/apt,175,1,1,0
6895,Quiet queen bed in bustling Greenwich Village,Private room,85,2,0,0
6896,Cozy & Quaint,Entire home/apt,125,2,7,0
6898,Luxury in Best Location,Entire home/apt,346,198,163,0
6899,1 bd Artist Retreat in Brooklyn,Private room,52,2,16,0
6905,Cozy Apt.Near Park/Museums & Subway,Entire home/apt,155,4,9,0
6906,Perfectly Located Brooklyn Studio,Entire home/apt,125,2,34,0
6909,Quirky BrwnStone Studio in Harlem ,Entire home/apt,115,1,0,0
6910,Beautiful full-service UWS studio ,Private room,175,10,0,0
6911,Stylish Apartment in post-war walk-up Building,Entire home/apt,149,2,14,0
6912,Open Room for 12 Days this February,Private room,50,5,0,0
6915,Greenpoint apartment,Private room,75,1,0,0
6918,Best Location on the UWS!!,Private room,78,2,171,0
6920,South Slope Pied-A-Terre Studio,Entire home/apt,120,2,149,0
6929,Stylish and cozy SOHO loft bedroom,Private room,130,1,9,0
6931,Funky Union Square Apartment,Entire home/apt,156,3,4,0
6932,"Bronx, 1Bdrm in 3Bdrm Apt.",Private room,50,1,2,0
6933,Beautiful One Bedroom Apartment,Entire home/apt,450,1,0,0
6934,private room avail in lovely BK apt,Private room,40,1,0,0
6937,Hostal : FULL SIZE BUNK BED ( Bottom on floor),Shared room,60,4,45,0
6939,Canal Street bedroom ,Private room,75,1,0,0
6944,Lower East Side Gem,Entire home/apt,200,1,1,0
6945,1bd in fantastic BK location,Entire home/apt,100,2,4,0
6950,Beautiful room in Brooklyn,Private room,45,1,0,0
6952,Greenpoint is the place to be!,Private room,95,4,1,0
6954,Amazing Loft/ Bed-Stuy/ Full Cleaning Service.,Entire home/apt,120,30,2,0
6957,1 Bedroom in a Williamsburg Loft,Shared room,85,1,0,0
6962,"Cozy, quiet 2-story place by subway",Private room,100,14,1,0
6965,MyModernCrib w/ Empire State Views ,Private room,140,5,2,0
6966,1 Bdrm in Luxury High Rise,Private room,125,3,0,0
6968,East Village Studio,Entire home/apt,120,1,8,0
6975,The Red House,Private room,75,1,24,0
6980,PRIVATE SUNNY ROOM IN BUSHWICK! ,Private room,65,3,5,0
6986,Cozy Studio Close to Everything,Entire home/apt,100,6,13,0
6988,Large 1 Bedroom in Brooklyn,Entire home/apt,125,1,0,0
6989,"Cozy Apt, Terrace in Williamsburg",Entire home/apt,80,7,10,0
6993,Full Prospect Heights Brownstone!,Entire home/apt,288,1,2,0
6994,Modern Prime Williamsburg 1BR w/ Terrace & Views,Entire home/apt,167,2,59,0
6997,Sun drenched art filled apartment,Entire home/apt,290,5,0,0
7000,Private Room w/ Bath and Balcony,Private room,60,1,0,0
7002,Spacious Room in Apt with Backyard,Private room,70,2,0,0
7004,GORGEOUS 1BR IN MIDTOWN 1/15-1/19,Entire home/apt,350,1,0,0
7011,Beautiful Fort Greene Studio,Entire home/apt,180,31,1,0
7012,Spacious Room in Bushwick Brooklyn,Private room,60,25,0,0
7015,Furnished room in DUMBO/Fort Greene,Private room,200,1,0,0
7019,Cozy Room available in UES Apt,Private room,80,1,0,0
7020,Big 2-story home in Brooklyn Hts.,Entire home/apt,300,2,8,0
7022,Great Gramercy Share Apt,Private room,75,5,0,0
7023,NYC New Years Penthouse suite,Private room,500,3,1,0
7025,East Village Ageloff Towers,Entire home/apt,250,1,0,0
7027,Great Prospect / Crown Heights 1BR,Entire home/apt,85,5,22,0
7032,Large & Sunny Bedroom - super close to subway,Private room,65,2,14,0
7033,"Railroad Apt in Greenpoint, BKLYN",Entire home/apt,90,1,0,0
7034,1 BR Apartment in UES - 5' walk to CentralPark,Entire home/apt,150,3,27,0
7036,1BR with backyard in Williamsburg!,Private room,90,1,0,0
7041,"Spaceful 1 BR apartment, sleeps 3",Entire home/apt,165,4,72,0
7043,2 Bedroom in Bed Stuy,Entire home/apt,83,1,0,0
7044,Lovely Big Bedroom in Clinton Hill,Private room,70,1,0,0
7047,Humble 1BR in Bushwick,Private room,50,1,0,0
7051,Modern 1br downtown Manhattan,Entire home/apt,150,3,7,0
7052,Cozy private bedroom in duplex,Private room,50,1,0,0
7056,Charming Bright Upper East Space,Entire home/apt,150,1,0,0
7057,Lovely Victorian Brooklyn 6BR Home,Entire home/apt,415,4,3,0
7062,Great 2 bedroom on The Upper East Side,Entire home/apt,250,4,0,0
7063,Clean & Warm East Village Escape!,Entire home/apt,100,5,1,0
7066,flexible 1BD LIVE/ WORK space BK,Entire home/apt,140,5,4,0
7067,Room w/artwork & huge window on historic block!,Private room,83,7,18,0
7071,Quaint Sunny Cobble Hill Brownstone,Entire home/apt,160,4,16,0
7072,Huge Sunny Private Room in Bushwick,Private room,45,7,1,0
7073,Top Floor Williamsburg Beauty,Entire home/apt,225,1,63,0
7074,Alcove Studio 1 blk from Times Sq,Entire home/apt,180,1,0,0
7075,Modern Studio Apt in Williamsburg,Entire home/apt,90,7,1,0
7076,Lovely room in Prospect Heights,Private room,60,1,0,0
7080,Historic West Village Charmer,Entire home/apt,275,2,11,0
7083,Upper East Side Beautiful Studio,Entire home/apt,245,1,3,0
7087,Large williamsburg apt. Sleeps 4.,Entire home/apt,195,2,3,0
7089,Amazingly bright and cozy apartment,Entire home/apt,120,10,7,0
7090,Quiet Bdrm w/Private Bath & TV in BIG apartment!,Private room,135,2,78,0
7096,"Large, comfy 1br in Williamsburg!",Entire home/apt,1763,60,0,0
7100,Roomy Studio at Prospect Park,Entire home/apt,80,21,3,0
7101,Spacious Brooklyn Loft/private room,Private room,40,7,0,0
7102,Spacious private room upper west side,Private room,79,2,8,0
7103,LUXURY*Doorman*Walk to Central Park,Entire home/apt,140,2,5,0
7104,True 1BR Apt in Greenwich Village,Entire home/apt,198,2,15,0
7105,Master Bedroom in Lefferts Garden,Private room,65,1,0,0
7107,Modern and convenient,Entire home/apt,125,3,2,0
7109,"GORGEOUS 2 BD PENTH., 500SF TERRACE",Entire home/apt,125,2,5,0
7110,Luxury penthouse in FiDi,Private room,170,1,0,0
7114,Cozy Chelsea Studio,Entire home/apt,135,3,31,0
7117,Convenient place to stay in Manhattan!,Private room,45,1,205,0
7118,"Cozy, sunny private room",Private room,65,2,21,0
7120,1br in duplex of luxury building,Private room,40,6,0,0
7121,"COZY, AFFORDABLE, PVT. BEDSTUY ROOM",Private room,70,1,0,0
7125,Huge 3BR on Prospect Park,Entire home/apt,200,3,0,0
7126,3 bedroom 2 1/2 bath duplex Park Slope,Entire home/apt,150,5,1,0
7127,"Cozy Room in Bushwick, Brooklyn",Private room,60,2,1,0
7129,Bushwick Live/Work,Private room,30,1,0,0
7131,Large studio in Manhattan,Entire home/apt,180,3,3,0
7132,1.5 Bedroom - Artist's Retreat,Entire home/apt,105,2,19,0
7135,"Cozy Room in Clinton Hill, Bk",Private room,70,1,1,0
7136,Comfortable & Spacious 1 BR apt,Entire home/apt,72,7,11,0
7140,Quiet Room in 4BR UWS Brownstone,Private room,70,1,0,0
7142,Private room available in Dumbo Brooklyn,Private room,45,1,3,0
7145,private room,Private room,139,1,3,0
7148,Sunny 1bedroom with yard ,Entire home/apt,85,3,1,0
7150,Vintage Jewel in Crown Heights,Entire home/apt,95,3,2,0
7151,"Spacious, Bright, & Modern Apt",Entire home/apt,150,3,45,0
7153,Bright 2BD in East Village,Entire home/apt,230,2,1,0
7155,"Central 1 bdrm, W/D, roof deck",Entire home/apt,225,2,2,0
7157,Large 1 Bedroom Apartment w/ Office in Greenpoint!,Entire home/apt,116,1,0,0
7158,Cozy East Harlem 1BD,Entire home/apt,115,4,1,0
7161,Great 1-bd apartment in Murray Hill,Entire home/apt,149,5,13,0
7162,Luxury Upper East Side Studio Apt,Entire home/apt,150,4,10,0
7167,Spacious room available in Brooklyn,Private room,40,1,0,0
7170,"Cozy room awaits, best location, center of NYC",Private room,55,1,16,0
7171,"Quiet, Cozy studio walk to Central Park",Entire home/apt,139,2,2,0
7174,"1BR, elevator, kitchen, doorman!",Entire home/apt,150,1,0,0
7177,Cozy Greenpoint Private Room,Private room,45,17,0,0
7182,Large Penthouse in Williamsburg,Entire home/apt,320,6,10,0
7185,Large & Sunny Apt in Prime Location,Entire home/apt,144,15,6,0
7186,"Sunny, Warm, Comfortable Room",Private room,40,14,0,0
7187,Quiet Space Directly Off L Train,Private room,115,1,0,0
